Centro,Distrito Centro,Tramo Edad,Proceso,N_demandas
CSS Maravillas,CENTRO, ,SERV. ATENCIÓN MUJERES MALTRATADAS (SAVD),6
CSS Maravillas,CENTRO, ,SERVICIO AYUDA A DOMICILIO DISCAPACITADOS DEPENDENCIA,5
CSS Maravillas,CENTRO, ,SERVICIO AYUDA A DOMICILIO MAYORES DEPENDENCIA,75
CSS Maravillas,CENTRO, ,SERVICIO DE AYUDA  A DOMICILIO  MAYORES,118
CSS Maravillas,CENTRO, ,SERVICIO DE AYUDA A DOMICILIO DISCAPACITADOS,3
CSS Maravillas,CENTRO, ,SERVICIO DE AYUDA A DOMICILIO DISCAPACITADOS EXCEPCIONAL,1
CSS Maravillas,CENTRO, ,SERVICIO DE AYUDA A DOMICILIO MAYORES EXCEPCIONAL,15
CSS Maravillas,CENTRO, ,TELEASISTENCIA DISCAPACITADOS ASP,1
CSS Maravillas,CENTRO, ,TELEASISTENCIA DISCAPACITADOS DEPENDENCIA,3
CSS Maravillas,CENTRO, ,TELEASISTENCIA MAYORES ASP,25
CSS Maravillas,CENTRO, ,TELEASISTENCIA MAYORES DEPENDENCIA,18
CSS Maravillas,CENTRO, ,TRABAJO Y EMPLEO,23
CSS Maravillas,CENTRO, ,TRABAJO Y EMPLEO CM,1
CSS Maravillas,CENTRO, ,TUTELA ADULTOS CM,5
CSS Maravillas,CENTRO, ,VIVIENDA,36
CSS Maravillas,CENTRO, ,VIVIENDA CM,12
CSS Maravillas,CENTRO,0 - 3,COBERTURA NECESIDADES BASICAS,1
CSS Maravillas,CENTRO,0 - 3,COMIDA A DOMICILIO,1
CSS Maravillas,CENTRO,0 - 3,PROYECTOS PROPIOS DEL DISTRITO,2
CSS Maravillas,CENTRO,0 - 3,TRABAJO Y EMPLEO,1
CSS Maravillas,CENTRO,12 - 17,INFORME DE DERIVACION Y PROPUESTA (MENORES),1
CSS Maravillas,CENTRO,18 - 24,ASOCIACIONES ONG,4
CSS Maravillas,CENTRO,18 - 24,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS,1
CSS Maravillas,CENTRO,18 - 24,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALOJAMIENTO,1
CSS Maravillas,CENTRO,18 - 24,CENTRO DE PROMOCIÓN E INTEGRACIÓN CM,1
CSS Maravillas,CENTRO,18 - 24,COBERTURA NECESIDADES BASICAS,4
CSS Maravillas,CENTRO,18 - 24,DEPENDENCIA CM,6
CSS Maravillas,CENTRO,18 - 24,INGRESO MÍNIMO VITAL,4
CSS Maravillas,CENTRO,18 - 24,OFICINA MUNICIPAL DE INFORMACIÓN Y ORIENTACION PARA POBLACION INMIGRANTE,2
CSS Maravillas,CENTRO,18 - 24,PISOS PARA LA POBLACION INMIGRANTE,2
CSS Maravillas,CENTRO,18 - 24,PROGRAMA INTEGRAL DE PREVENCION PARA JOVENES INMIGRANTES,2
CSS Maravillas,CENTRO,18 - 24,PROYECTOS PROPIOS DEL DISTRITO,4
CSS Maravillas,CENTRO,18 - 24,RENTA MINÍMA DE INSERCIÓN,3
CSS Maravillas,CENTRO,18 - 24,RESIDENCIA MUJERES CM,1
CSS Maravillas,CENTRO,18 - 24,TRABAJO Y EMPLEO,10
CSS Maravillas,CENTRO,18 - 24,VIVIENDA,7
CSS Maravillas,CENTRO,25 - 29,ASOCIACIONES ONG,7
CSS Maravillas,CENTRO,25 - 29,ATENCIÓN PSICOLOGICA,1
CSS Maravillas,CENTRO,25 - 29,AYUDA ECONÓMICA GASTOS EXCEPCIONALES Y OTROS,1
CSS Maravillas,CENTRO,25 - 29,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS,7
CSS Maravillas,CENTRO,25 - 29,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALOJAMIENTO,1
CSS Maravillas,CENTRO,25 - 29,CENTRO DE PROMOCIÓN E INTEGRACIÓN CM,2
CSS Maravillas,CENTRO,25 - 29,COBERTURA NECESIDADES BASICAS,6
CSS Maravillas,CENTRO,25 - 29,CURSOS Y ACTIVIDADES DE FORMACIÓN,1
CSS Maravillas,CENTRO,25 - 29,INFORME DERIVACION GENERAL,3
CSS Maravillas,CENTRO,25 - 29,INFORME SOCIAL JUZGADOS INSTRUCCION,1
CSS Maravillas,CENTRO,25 - 29,INGRESO MÍNIMO VITAL,3
CSS Maravillas,CENTRO,25 - 29,OFICINA MUNICIPAL DE INFORMACIÓN Y ORIENTACION PARA POBLACION INMIGRANTE,7
CSS Maravillas,CENTRO,25 - 29,ORIENTADOR SOCIO-LABORAL,1
CSS Maravillas,CENTRO,25 - 29,PROYECTOS PROPIOS DEL DISTRITO,10
CSS Maravillas,CENTRO,25 - 29,RENTA MINÍMA DE INSERCIÓN,2
CSS Maravillas,CENTRO,25 - 29,RESIDENCIA MUJERES CM,1
CSS Maravillas,CENTRO,25 - 29,RETORNO VOLUNTARIO PAIS DE ORIGEN,1
CSS Maravillas,CENTRO,25 - 29,SALUD Y SEGURIDAD SOCIAL CM,1
CSS Maravillas,CENTRO,25 - 29,SERV. ATENCIÓN MUJERES MALTRATADAS (SAVD),2
CSS Maravillas,CENTRO,25 - 29,TRABAJO Y EMPLEO,20
CSS Maravillas,CENTRO,25 - 29,TRABAJO Y EMPLEO CM,5
CSS Maravillas,CENTRO,25 - 29,VIVIENDA,4
CSS Maravillas,CENTRO,30 - 34,ASOCIACIONES ONG,14
CSS Maravillas,CENTRO,30 - 34,AYUDA COMEDOR ESCOLAR,3
CSS Maravillas,CENTRO,30 - 34,AYUDA ECONÓMICA COMEDOR ESCOLAR,2
CSS Maravillas,CENTRO,30 - 34,AYUDA ECONÓMICA ESCUELA INFANTIL,1
CSS Maravillas,CENTRO,30 - 34,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS,13
CSS Maravillas,CENTRO,30 - 34,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALOJAMIENTO,1
CSS Maravillas,CENTRO,30 - 34,CENTRO ATENCIÓN PERSONAS SIN HOGAR / PUE,2
CSS Maravillas,CENTRO,30 - 34,CENTRO DE APOYO A LA FAMILIA,2
CSS Maravillas,CENTRO,30 - 34,CENTRO DE ATENCIÓN A DROGODEPENDIENTES,1
CSS Maravillas,CENTRO,30 - 34,COBERTURA NECESIDADES BASICAS,15
CSS Maravillas,CENTRO,30 - 34,ESCUELA DE PADRES,1
CSS Maravillas,CENTRO,30 - 34,INFORME DERIVACION GENERAL,4
CSS Maravillas,CENTRO,30 - 34,INFORME SOCIAL GENERAL,2
CSS Maravillas,CENTRO,30 - 34,INFORME SOCIAL JUZGADOS INSTRUCCION,2
CSS Maravillas,CENTRO,30 - 34,INGRESO MÍNIMO VITAL,19
CSS Maravillas,CENTRO,30 - 34,PENSION NO CONTRIBUTIVA INVALIDEZ,5
CSS Maravillas,CENTRO,30 - 34,PROYECTOS PROPIOS DEL DISTRITO,5
CSS Maravillas,CENTRO,30 - 34,RENTA MINÍMA DE INSERCIÓN,17
CSS Maravillas,CENTRO,30 - 34,RESIDENCIA MUJERES CM,1
CSS Maravillas,CENTRO,30 - 34,SERV. ATENCIÓN MUJERES MALTRATADAS (SAVD),1
CSS Maravillas,CENTRO,30 - 34,TRABAJO Y EMPLEO,22
CSS Maravillas,CENTRO,30 - 34,TRABAJO Y EMPLEO CM,4
CSS Maravillas,CENTRO,30 - 34,VIVIENDA,13
CSS Maravillas,CENTRO,30 - 34,VIVIENDA CM,1
CSS Maravillas,CENTRO,35 - 39,ASOCIACIONES ONG,9
CSS Maravillas,CENTRO,35 - 39,ATENCIÓN PSICOLOGICA,2
CSS Maravillas,CENTRO,35 - 39,AYUDA ECONÓMICA COMEDOR ESCOLAR,3
CSS Maravillas,CENTRO,35 - 39,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS,13
CSS Maravillas,CENTRO,35 - 39,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALOJAMIENTO,2
CSS Maravillas,CENTRO,35 - 39,CENTRO DE APOYO A LA FAMILIA,2
CSS Maravillas,CENTRO,35 - 39,CENTRO DE ATENCION INFANCIA (CAI),1
CSS Maravillas,CENTRO,35 - 39,CENTRO DE ATENCIÓN A DROGODEPENDIENTES,1
CSS Maravillas,CENTRO,35 - 39,CENTRO DE DIA PARA MENORES (CRUZ ROJA),1
CSS Maravillas,CENTRO,35 - 39,CENTROS DE ACOGIDA,2
CSS Maravillas,CENTRO,35 - 39,COBERTURA NECESIDADES BASICAS,5
CSS Maravillas,CENTRO,35 - 39,CURSOS Y ACTIVIDADES DE FORMACIÓN,1
CSS Maravillas,CENTRO,35 - 39,INFORME DERIVACION GENERAL,3
CSS Maravillas,CENTRO,35 - 39,INFORME SOCIAL JUZGADOS FAMILIA,1
CSS Maravillas,CENTRO,35 - 39,INFORME SOCIAL JUZGADOS INSTRUCCION,4
CSS Maravillas,CENTRO,35 - 39,INGRESO MÍNIMO VITAL,24
CSS Maravillas,CENTRO,35 - 39,OFICINA MUNICIPAL DE INFORMACIÓN Y ORIENTACION PARA POBLACION INMIGRANTE,5
CSS Maravillas,CENTRO,35 - 39,PENSION NO CONTRIBUTIVA INVALIDEZ,1
CSS Maravillas,CENTRO,35 - 39,PROGRAMA BANCO DE TIEMPO,1
CSS Maravillas,CENTRO,35 - 39,PROYECTOS PROPIOS DEL DISTRITO,9
CSS Maravillas,CENTRO,35 - 39,RENTA MINÍMA DE INSERCIÓN,10
CSS Maravillas,CENTRO,35 - 39,SERV. ATENCIÓN MUJERES MALTRATADAS (SAVD),1
CSS Maravillas,CENTRO,35 - 39,TRABAJO Y EMPLEO,23
CSS Maravillas,CENTRO,35 - 39,TRABAJO Y EMPLEO CM,3
CSS Maravillas,CENTRO,35 - 39,VIVIENDA,15
CSS Maravillas,CENTRO,35 - 39,VIVIENDA CM,3
CSS Maravillas,CENTRO,4 - 11,DEPENDENCIA CM,2
CSS Maravillas,CENTRO,40 - 44,ASOCIACIONES ONG,8
CSS Maravillas,CENTRO,40 - 44,ATENCIÓN PSICOLOGICA,1
CSS Maravillas,CENTRO,40 - 44,AYUDA ECONÓMICA ESCUELA INFANTIL,1
CSS Maravillas,CENTRO,40 - 44,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS,18
CSS Maravillas,CENTRO,40 - 44,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALOJAMIENTO,1
CSS Maravillas,CENTRO,40 - 44,CENTRO DE APOYO A LA FAMILIA,1
CSS Maravillas,CENTRO,40 - 44,CENTRO DE DIA PARA MENORES (CRUZ ROJA),2
CSS Maravillas,CENTRO,40 - 44,CENTRO DE DIA PARA MENORES (ROSALIA RENDU),1
CSS Maravillas,CENTRO,40 - 44,COBERTURA NECESIDADES BASICAS,7
CSS Maravillas,CENTRO,40 - 44,COMEDOR SOCIAL CM,2
CSS Maravillas,CENTRO,40 - 44,DEPENDENCIA CM,8
CSS Maravillas,CENTRO,40 - 44,INFORME DERIVACION GENERAL,8
CSS Maravillas,CENTRO,40 - 44,INFORME SOCIAL JUZGADOS INSTRUCCION,1
CSS Maravillas,CENTRO,40 - 44,INGRESO MÍNIMO VITAL,36
CSS Maravillas,CENTRO,40 - 44,OFICINA MUNICIPAL DE INFORMACIÓN Y ORIENTACION PARA POBLACION INMIGRANTE,3
CSS Maravillas,CENTRO,40 - 44,PENSION NO CONTRIBUTIVA INVALIDEZ,3
CSS Maravillas,CENTRO,40 - 44,PROGRAMA BANCO DE TIEMPO,2
CSS Maravillas,CENTRO,40 - 44,PROYECTOS PROPIOS DEL DISTRITO,8
CSS Maravillas,CENTRO,40 - 44,RENTA MINÍMA DE INSERCIÓN,25
CSS Maravillas,CENTRO,40 - 44,RETORNO VOLUNTARIO PAIS DE ORIGEN,4
CSS Maravillas,CENTRO,40 - 44,SERV. ATENCIÓN MUJERES MALTRATADAS (SAVD),4
CSS Maravillas,CENTRO,40 - 44,TRABAJO Y EMPLEO,29
CSS Maravillas,CENTRO,40 - 44,TRABAJO Y EMPLEO CM,5
CSS Maravillas,CENTRO,40 - 44,VIVIENDA,14
CSS Maravillas,CENTRO,40 - 44,VIVIENDA CM,3
CSS Maravillas,CENTRO,45 - 49,ASOCIACIONES ONG,12
CSS Maravillas,CENTRO,45 - 49,AYUDA ECONÓMICA COMEDOR ESCOLAR,2
CSS Maravillas,CENTRO,45 - 49,AYUDA ECONÓMICA GASTOS EXCEPCIONALES Y OTROS,2
CSS Maravillas,CENTRO,45 - 49,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS,9
CSS Maravillas,CENTRO,45 - 49,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALOJAMIENTO,3
CSS Maravillas,CENTRO,45 - 49,COBERTURA NECESIDADES BASICAS,11
CSS Maravillas,CENTRO,45 - 49,INFORME DERIVACION GENERAL,4
CSS Maravillas,CENTRO,45 - 49,INGRESO MÍNIMO VITAL,40
CSS Maravillas,CENTRO,45 - 49,OFICINA MUNICIPAL DE INFORMACIÓN Y ORIENTACION PARA POBLACION INMIGRANTE,5
CSS Maravillas,CENTRO,45 - 49,PENSION NO CONTRIBUTIVA INVALIDEZ,2
CSS Maravillas,CENTRO,45 - 49,PISOS TUTELADOS MAYORES CM,1
CSS Maravillas,CENTRO,45 - 49,PROGRAMA VIVE CONVIVE,1
CSS Maravillas,CENTRO,45 - 49,PROYECTOS PROPIOS DEL DISTRITO,3
CSS Maravillas,CENTRO,45 - 49,RENTA MINÍMA DE INSERCIÓN,26
CSS Maravillas,CENTRO,45 - 49,SERVICIO DE AYUDA A DOMICILIO DISCAPACITADOS,1
CSS Maravillas,CENTRO,45 - 49,TRABAJO Y EMPLEO,14
CSS Maravillas,CENTRO,45 - 49,TRABAJO Y EMPLEO CM,1
CSS Maravillas,CENTRO,45 - 49,VIVIENDA,4
CSS Maravillas,CENTRO,45 - 49,VIVIENDA CM,1
CSS Maravillas,CENTRO,50 - 54,ASOCIACIONES ONG,14
CSS Maravillas,CENTRO,50 - 54,ATENCIÓN PSICOLOGICA,2
CSS Maravillas,CENTRO,50 - 54,AYUDA ECONÓMICA GASTOS EXCEPCIONALES Y OTROS,1
CSS Maravillas,CENTRO,50 - 54,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS,12
CSS Maravillas,CENTRO,50 - 54,CENTRO DE APOYO A LA FAMILIA,1
CSS Maravillas,CENTRO,50 - 54,CENTRO DE DIA PARA MENORES (CRUZ ROJA),1
CSS Maravillas,CENTRO,50 - 54,CENTRO DE PROMOCIÓN E INTEGRACIÓN CM,1
CSS Maravillas,CENTRO,50 - 54,CENTROS ABIERTOS ,1
CSS Maravillas,CENTRO,50 - 54,COBERTURA NECESIDADES BASICAS,11
CSS Maravillas,CENTRO,50 - 54,COMEDOR SOCIAL CM,1
CSS Maravillas,CENTRO,50 - 54,DEPENDENCIA CM,11
CSS Maravillas,CENTRO,50 - 54,INFORME DERIVACION GENERAL,5
CSS Maravillas,CENTRO,50 - 54,INFORME SOCIAL GENERAL,1
CSS Maravillas,CENTRO,50 - 54,INFORME SOCIAL JUZGADOS INSTRUCCION,1
CSS Maravillas,CENTRO,50 - 54,INGRESO MÍNIMO VITAL,15
CSS Maravillas,CENTRO,50 - 54,OFICINA MUNICIPAL DE INFORMACIÓN Y ORIENTACION PARA POBLACION INMIGRANTE,3
CSS Maravillas,CENTRO,50 - 54,PENSIONES CONTRIBUTIVAS CM,1
CSS Maravillas,CENTRO,50 - 54,PROYECTOS PROPIOS DEL DISTRITO,5
CSS Maravillas,CENTRO,50 - 54,RENTA MINÍMA DE INSERCIÓN,11
CSS Maravillas,CENTRO,50 - 54,SERCAF MENORES,1
CSS Maravillas,CENTRO,50 - 54,SERVICIO AYUDA A DOMICILIO DISCAPACITADOS DEPENDENCIA,2
CSS Maravillas,CENTRO,50 - 54,SERVICIO AYUDA A DOMICILIO MAYORES DEPENDENCIA,2
CSS Maravillas,CENTRO,50 - 54,SERVICIO DE AYUDA A DOMICILIO DISCAPACITADOS,2
CSS Maravillas,CENTRO,50 - 54,TELEASISTENCIA DISCAPACITADOS ASP,3
CSS Maravillas,CENTRO,50 - 54,TRABAJO Y EMPLEO,21
CSS Maravillas,CENTRO,50 - 54,TRABAJO Y EMPLEO CM,3
CSS Maravillas,CENTRO,50 - 54,VIVIENDA,8
CSS Maravillas,CENTRO,50 - 54,VIVIENDA CM,1
CSS Maravillas,CENTRO,55 - 59,ASOCIACIONES ONG,17
CSS Maravillas,CENTRO,55 - 59,ATENCIÓN PSICOLOGICA,1
CSS Maravillas,CENTRO,55 - 59,AYUDA ECONÓMICA COMEDOR ESCOLAR,1
CSS Maravillas,CENTRO,55 - 59,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS,1
CSS Maravillas,CENTRO,55 - 59,CENTRO ATENCIÓN PERSONAS SIN HOGAR / PUE,1
CSS Maravillas,CENTRO,55 - 59,CENTRO DE ACOGIDA JUAN LUIS VIVES,1
CSS Maravillas,CENTRO,55 - 59,CENTRO DE DÍA (ENFERMOS DE ALZHEIMER U OTRAS DEMENCIAS),1
CSS Maravillas,CENTRO,55 - 59,CENTRO DE DÍA (PERSONAS CON DETERIORO FÍSICO  O RELACIONAL),1
CSS Maravillas,CENTRO,55 - 59,COBERTURA NECESIDADES BASICAS,4
CSS Maravillas,CENTRO,55 - 59,COMEDOR SOCIAL CM,2
CSS Maravillas,CENTRO,55 - 59,DEPENDENCIA CM,18
CSS Maravillas,CENTRO,55 - 59,INFORME DERIVACION GENERAL,3
CSS Maravillas,CENTRO,55 - 59,INFORME SOCIAL GENERAL,1
CSS Maravillas,CENTRO,55 - 59,INGRESO MÍNIMO VITAL,39
CSS Maravillas,CENTRO,55 - 59,OFICINA MUNICIPAL DE INFORMACIÓN Y ORIENTACION PARA POBLACION INMIGRANTE,2
CSS Maravillas,CENTRO,55 - 59,PENSION NO CONTRIBUTIVA CM,1
CSS Maravillas,CENTRO,55 - 59,PENSION NO CONTRIBUTIVA INVALIDEZ,7
CSS Maravillas,CENTRO,55 - 59,PROYECTOS PROPIOS DEL DISTRITO,5
CSS Maravillas,CENTRO,55 - 59,RENTA MINÍMA DE INSERCIÓN,7
CSS Maravillas,CENTRO,55 - 59,SERVICIO DE AYUDA  A DOMICILIO  MAYORES,2
CSS Maravillas,CENTRO,55 - 59,SERVICIO DE AYUDA A DOMICILIO DISCAPACITADOS,2
CSS Maravillas,CENTRO,55 - 59,SERVICIO DE AYUDA A DOMICILIO DISCAPACITADOS EXCEPCIONAL,4
CSS Maravillas,CENTRO,55 - 59,SERVICIO DE AYUDA A DOMICILIO MAYORES EXCEPCIONAL,1
CSS Maravillas,CENTRO,55 - 59,TELEASISTENCIA DISCAPACITADOS ASP,2
CSS Maravillas,CENTRO,55 - 59,TELEASISTENCIA MAYORES ASP,2
CSS Maravillas,CENTRO,55 - 59,TRABAJO Y EMPLEO,18
CSS Maravillas,CENTRO,55 - 59,TRABAJO Y EMPLEO CM,3
CSS Maravillas,CENTRO,55 - 59,VIVIENDA,11
CSS Maravillas,CENTRO,55 - 59,VIVIENDA CM,4
CSS Maravillas,CENTRO,60 - 64,APARTAMENTOS MUNICIPALES DE MAYORES,1
CSS Maravillas,CENTRO,60 - 64,ASOCIACIONES ONG,3
CSS Maravillas,CENTRO,60 - 64,COBERTURA NECESIDADES BASICAS,4
CSS Maravillas,CENTRO,60 - 64,DEPENDENCIA CM,6
CSS Maravillas,CENTRO,60 - 64,INFORME DERIVACION GENERAL,2
CSS Maravillas,CENTRO,60 - 64,INGRESO MÍNIMO VITAL,6
CSS Maravillas,CENTRO,60 - 64,PENSION NO CONTRIBUTIVA INVALIDEZ,1
CSS Maravillas,CENTRO,60 - 64,PISOS TUTELADOS MAYORES CM,1
CSS Maravillas,CENTRO,60 - 64,PROYECTOS PROPIOS DEL DISTRITO,2
CSS Maravillas,CENTRO,60 - 64,RENTA MINÍMA DE INSERCIÓN,4
CSS Maravillas,CENTRO,60 - 64,RESIDENCIA MAYORES AUTONOMOS CM,1
CSS Maravillas,CENTRO,60 - 64,RESIDENCIA MAYORES DE EMERGENCIA SOCIAL,3
CSS Maravillas,CENTRO,60 - 64,RESIDENCIA TEMPORAL MAYORES CM,2
CSS Maravillas,CENTRO,60 - 64,SERVICIO DE AYUDA  A DOMICILIO  MAYORES,2
CSS Maravillas,CENTRO,60 - 64,SERVICIO DE AYUDA A DOMICILIO DISCAPACITADOS,4
CSS Maravillas,CENTRO,60 - 64,SERVICIO DE AYUDA A DOMICILIO MAYORES EXCEPCIONAL,6
CSS Maravillas,CENTRO,60 - 64,TELEASISTENCIA DISCAPACITADOS ASP,4
CSS Maravillas,CENTRO,60 - 64,TELEASISTENCIA MAYORES ASP,1
CSS Maravillas,CENTRO,60 - 64,TRABAJO Y EMPLEO,9
CSS Maravillas,CENTRO,60 - 64,TRABAJO Y EMPLEO CM,2
CSS Maravillas,CENTRO,60 - 64,VIVIENDA,7
CSS Maravillas,CENTRO,60 - 64,VIVIENDA CM,1
CSS Maravillas,CENTRO,65 - 69,ASOCIACIONES ONG,3
CSS Maravillas,CENTRO,65 - 69,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS,1
CSS Maravillas,CENTRO,65 - 69,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALOJAMIENTO,1
CSS Maravillas,CENTRO,65 - 69,AYUDA ECONÓMICA PEQUEÑAS REPARACIONES DE VIVIENDA HABITUAL Y AYUDAS TÉCNICAS,2
CSS Maravillas,CENTRO,65 - 69,CENTRO DE DÍA (ENFERMOS DE ALZHEIMER U OTRAS DEMENCIAS),1
CSS Maravillas,CENTRO,65 - 69,COMIDA A DOMICILIO,1
CSS Maravillas,CENTRO,65 - 69,DEPENDENCIA CM,10
CSS Maravillas,CENTRO,65 - 69,INGRESO MÍNIMO VITAL,2
CSS Maravillas,CENTRO,65 - 69,PENSION NO CONTRIBUTIVA CM,7
CSS Maravillas,CENTRO,65 - 69,PISOS TUTELADOS MAYORES CM,1
CSS Maravillas,CENTRO,65 - 69,RESIDENCIA MAYORES AUTONOMOS CM,1
CSS Maravillas,CENTRO,65 - 69,SERVICIO AYUDA A DOMICILIO MAYORES DEPENDENCIA,1
CSS Maravillas,CENTRO,65 - 69,SERVICIO DE AYUDA  A DOMICILIO  MAYORES,11
CSS Maravillas,CENTRO,65 - 69,SERVICIO DE AYUDA A DOMICILIO MAYORES EXCEPCIONAL,1
CSS Maravillas,CENTRO,65 - 69,TELEASISTENCIA MAYORES ASP,15
CSS Maravillas,CENTRO,65 - 69,TELEASISTENCIA MAYORES DEPENDENCIA,1
CSS Maravillas,CENTRO,65 - 69,TRABAJO Y EMPLEO,3
CSS Maravillas,CENTRO,65 - 69,VIVIENDA,2
CSS Maravillas,CENTRO,70 - 74,ASOCIACIONES ONG,3
CSS Maravillas,CENTRO,70 - 74,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS,3
CSS Maravillas,CENTRO,70 - 74,CENTRO DE DÍA (ENFERMOS DE ALZHEIMER U OTRAS DEMENCIAS),1
CSS Maravillas,CENTRO,70 - 74,COBERTURA NECESIDADES BASICAS,4
CSS Maravillas,CENTRO,70 - 74,COMIDA A DOMICILIO,2
CSS Maravillas,CENTRO,70 - 74,DEPENDENCIA CM,14
CSS Maravillas,CENTRO,70 - 74,INGRESO MÍNIMO VITAL,1
CSS Maravillas,CENTRO,70 - 74,LAVANDERIA,1
CSS Maravillas,CENTRO,70 - 74,PENSION NO CONTRIBUTIVA CM,2
CSS Maravillas,CENTRO,70 - 74,PROYECTOS PROPIOS DEL DISTRITO,2
CSS Maravillas,CENTRO,70 - 74,RENTA MINÍMA DE INSERCIÓN,1
CSS Maravillas,CENTRO,70 - 74,RESIDENCIA TEMPORAL MAYORES CM,1
CSS Maravillas,CENTRO,70 - 74,SERVICIO  FISIOTERAPIA PREVENTIVA,1
CSS Maravillas,CENTRO,70 - 74,SERVICIO DE AYUDA  A DOMICILIO  MAYORES,13
CSS Maravillas,CENTRO,70 - 74,SERVICIO DE AYUDA A DOMICILIO MAYORES EXCEPCIONAL,1
CSS Maravillas,CENTRO,70 - 74,TELEASISTENCIA MAYORES ASP,24
CSS Maravillas,CENTRO,70 - 74,TRABAJO Y EMPLEO,2
CSS Maravillas,CENTRO,70 - 74,TRABAJO Y EMPLEO CM,2
CSS Maravillas,CENTRO,70 - 74,VIVIENDA,4
CSS Maravillas,CENTRO,70 - 74,VIVIENDA CM,3
CSS Maravillas,CENTRO,75 - 79,CENTRO DE DÍA (ENFERMOS DE ALZHEIMER U OTRAS DEMENCIAS),2
CSS Maravillas,CENTRO,75 - 79,CENTRO DE DÍA (PERSONAS CON DETERIORO FÍSICO  O RELACIONAL),1
CSS Maravillas,CENTRO,75 - 79,CENTROS MUNICIPALES MAYORES,1
CSS Maravillas,CENTRO,75 - 79,COMIDA A DOMICILIO,2
CSS Maravillas,CENTRO,75 - 79,DEPENDENCIA CM,40
CSS Maravillas,CENTRO,75 - 79,GRÚA,1
CSS Maravillas,CENTRO,75 - 79,INGRESO MÍNIMO VITAL,2
CSS Maravillas,CENTRO,75 - 79,PENSION NO CONTRIBUTIVA CM,1
CSS Maravillas,CENTRO,75 - 79,RENTA MINÍMA DE INSERCIÓN,1
CSS Maravillas,CENTRO,75 - 79,RESIDENCIA (MAYORES ENFERMOS ALZHEIMER U OTRAS DEMENCIAS),1
CSS Maravillas,CENTRO,75 - 79,RESIDENCIA MAYORES DE EMERGENCIA SOCIAL,5
CSS Maravillas,CENTRO,75 - 79,RESIDENCIA TEMPORAL MAYORES CM,2
CSS Maravillas,CENTRO,75 - 79,SERVICIO AYUDA A DOMICILIO MAYORES DEPENDENCIA,2
CSS Maravillas,CENTRO,75 - 79,SERVICIO DE AYUDA  A DOMICILIO  MAYORES,40
CSS Maravillas,CENTRO,75 - 79,SERVICIO DE AYUDA A DOMICILIO MAYORES EXCEPCIONAL,6
CSS Maravillas,CENTRO,75 - 79,TELEASISTENCIA MAYORES ASP,55
CSS Maravillas,CENTRO,75 - 79,TELEASISTENCIA MAYORES DEPENDENCIA,1
CSS Maravillas,CENTRO,80 - 84,ACOGIMIENTO FAMILIAR MAYORES CM,1
CSS Maravillas,CENTRO,80 - 84,APARTAMENTOS MUNICIPALES DE MAYORES,5
CSS Maravillas,CENTRO,80 - 84,CENTRO DE DÍA (ENFERMOS DE ALZHEIMER U OTRAS DEMENCIAS),5
CSS Maravillas,CENTRO,80 - 84,CENTRO DE DÍA DEPENDENCIA (ENFERMOS DE ALZHEIMER U OTRAS DEMENCIAS),3
CSS Maravillas,CENTRO,80 - 84,CENTROS MUNICIPALES MAYORES,2
CSS Maravillas,CENTRO,80 - 84,COMIDA A DOMICILIO,3
CSS Maravillas,CENTRO,80 - 84,DEPENDENCIA CM,59
CSS Maravillas,CENTRO,80 - 84,INGRESO MÍNIMO VITAL,1
CSS Maravillas,CENTRO,80 - 84,PISOS TUTELADOS MAYORES CM,5
CSS Maravillas,CENTRO,80 - 84,PROYECTOS PROPIOS DEL DISTRITO,1
CSS Maravillas,CENTRO,80 - 84,RESIDENCIA MAYORES AUTONOMOS CM,8
CSS Maravillas,CENTRO,80 - 84,RESIDENCIA PRIVADA MAYORES,1
CSS Maravillas,CENTRO,80 - 84,SERVICIO DE AYUDA  A DOMICILIO  MAYORES,48
CSS Maravillas,CENTRO,80 - 84,SERVICIO DE AYUDA A DOMICILIO MAYORES EXCEPCIONAL,7
CSS Maravillas,CENTRO,80 - 84,TELEASISTENCIA MAYORES ASP,63
CSS Maravillas,CENTRO,>=85,CENTRO DE DÍA (ENFERMOS DE ALZHEIMER U OTRAS DEMENCIAS),3
